fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"1553",139.5210882057,36.2676136201,"132",種子不明板碑,,不明,,多々良地区,,源清寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1554",139.5209766096,36.2674404277,"133",種子不明板碑,,不明,,多々良地区,,源清寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1555",139.5138952854,36.2780335688,"136",阿弥陀如来種子板碑,,不明,,多々良地区,,常楽寺,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1556",139.5146575141,36.2638371889,"108",阿弥陀如来種子板碑,,不明,,多々良地区,,龍興寺,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1557",139.5045251029,36.255704645,"127",阿弥陀如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1558",139.5043807164,36.2558698314,"128",釈迦如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 バク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1559",139.5043508261,36.2559076365,"142",阿弥陀如来種子板碑,,不明,,多々良地区,,手嶋 利三郎,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1560",139.5044723062,36.2559259895,"138",種子不明板碑,,不明,,多々良地区,,館林市,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1561",139.5045568363,36.2558049906,"139",種子不明板碑,,不明,,多々良地区,,館林市,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1562",139.514858879,36.2638739035,"109",種子不明板碑,,不明,,多々良地区,,龍興寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1563",139.53486142,36.2637498564,"17",阿弥陀如来種子板碑,,不明,,足次町,,観音寺,種子 キリーク,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1564",139.5279889555,36.2461513231,,阿弥陀如来種子板碑,,不明,,不明,,,種子 キリーク,,,"-",,,,,FALSE,,,,,,,,,,,,
"1565",139.5716869572,36.229518678,"300",宝篋印塔塔身・基礎銘,,永和3年,"1377",羽附町,,宝秀寺,,,,赤羽,,,,,FALSE,,18.5,30,,,,,,,,,
"1566",139.5461813841,36.2507258327,"224",宝篋印塔基礎銘,,永和4年,"1378",加法師町,,教王院,,,,館林,,,,,FALSE,,29,42,,,,,,,,,
"1567",139.5762036129,36.2614064851,"78",寄居十二社宝篋印塔,宝篋印塔,応永7年,"1400",大島町,寄居,十二社権現神社,基礎のみ現存 基礎銘25x20,,,大島,,,,,FALSE,,,,,宝篋印塔,石造,"応永七
庚辰
三月二日
咸□
上人",,,,,
"1568",139.5390101529,36.2515645719,"16",宝篋印塔基礎銘,,応永20年,"1413",朝日町,,円教寺,,,,館林,,,,,FALSE,,23.5,30,,,,,,,,,
"1569",139.5560149674,36.2459812341,"122",宝篋印塔基礎銘,,不明,,当郷町,,善長寺,,,,郷谷,,,,,FALSE,,24.5,33.5,,,,,,,,,
"1570",139.5450813889,36.2431593871,"245",多層塔軸部,,室町時代,推定,城町,,つつじが岡第二公園,四方仏坐像,,,館林,,,,,FALSE,,39,31,,坐像,,,,,,,
"1571",139.5408052799,36.2446158514,"262",阿弥陀三尊像,,鎌倉時代,推定,城町,,市立資料館,観性寺,,,館林,,,,,FALSE,,61,53,,,,,,,,,
"1572",139.546207032,36.2507129443,"225",地蔵菩薩,地蔵菩薩像,室町時代,推定,加法師町,,教王院,,,,館林,,,,,FALSE,,53,41,,坐像,,,,,,,
"1573",139.5322073313,36.2502349565,"176",阿弥陀三尊像,,不明,　,仲町,,常光寺,,,,館林,,,,,FALSE,,61.5,41,,,,,,,,,
"1574",139.5690007418,36.2285614334,"59",道標（1）,道標,嘉永5年,"1852",赤生田町,山田,,,,,赤羽,,,,,FALSE,,107,33,29,,,,,,,,
"1575",139.58030213,36.2228707519,"215",道標（2）,道標,安政6年,"1859",羽附旭町,渕ノ上,,,,,赤羽,,,,,FALSE,,55,24,19,,,,,,,,
"1576",139.5310159809,36.2245768212,"108",道標（3）,道標,享保9年,"1724",堀工町,,茂林寺境内,,,,六郷,,@,,Aug-15,FALSE,,,,,,,,,,,,
"1577",139.5354712167,36.2261888018,"155",道標（4）,道標,文久元年,"1861",堀工町,中山東,,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1578",139.5118923434,36.2629302622,"187",道標（5）,道標,大正14年,"1925",西高根町,,第八小学校前,,,,多々良,,@,,Oct-14,FALSE,,,,,,,,,,,,
"1579",139.5381537917,36.2468044504,"202",建武弥陀板碑,,建武元年,"1334",大手町,鷹匠町,寺島 練二,光明真言,,,館林,,,,,FALSE,,,,,,,,,,,,
"1580",139.5003096628,36.2222742511,"123",康永弥陀板碑,,康永元年,"1342",下三林町,,小暮 卯一郎,,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1581",139.5464103699,36.2509112953,"231",康永弥陀板碑,,康永3年,"1344",加法師町,,教王院,下半分欠,,,館林,,,,,FALSE,,,,,,,,,,,,
"1582",139.541287077,36.2459879004,"236",延文弥陀板碑,,延文6年,"1361",城町,,小林 清四郎,,,,館林,,,,,FALSE,,,,,,,,,,,,
"1583",139.5368668119,36.2663555436,"27",応永板碑,,応永12年,"1405",足次町,,五箇 嘉好,自覚禅尼頭部欠,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1584",139.53157222,36.24186944,"164",毘沙門堂修理記念碑,,明治41年,"1908",本町四丁目,,竜泉寺境内,,,,館林,2020/11/28,,@,,TRUE,"34",167,83,20,,,,,,,,
"1585",139.53155278,36.241925,"165",凱旋紀念碑,,明治32年,"1899",本町四丁目,,竜泉寺境内,,,,館林,2020/11/28,,@,,TRUE,"35",184,80,19,,,,,,,,
"1586",139.53163333,36.24208056,"166",当寺中興碑,,昭和4年,"1929",本町四丁目,,竜泉寺境内,,,,館林,2020/11/28,,@,,TRUE,"36",250,103,20,,,,,,,,
"1587",139.5611780725,36.250074561,"140",六代目東関記念碑,,大正7年,"1918",当郷町,,新当郷町浜野知司氏宅地内,,,,郷谷,,@,,Jun-16,FALSE,,243,77,11,,,,,,,,
"1588",139.5561588979,36.2461075573,"129",ぬかるみ師弟句碑,,昭和51年,"1976",当郷町,,善長寺境内,,,,郷谷,,@,,,FALSE,,120,180,20,,,,,,,,
"1589",139.5560569144,36.2460947157,"123",竹外杉先生碑,,明治14年,"1881",当郷町,,善長寺杉家墓地内,,,,郷谷,,@,,Jan-17,FALSE,,175,92,21,,,,,,,,
"1590",139.5562032599,36.2460287103,"124",陋軒吉田先生墓所碑,,明治19年,"1886",当郷町,,善長寺吉田家墓地内,,,,郷谷,,@,,,FALSE,,185,111,22,,,,,,,,
"1591",139.5562202118,36.2461227902,"126",芭蕉句碑,,不詳,,当郷町,,善長寺境内,,,,郷谷,,@,,,FALSE,,120,80,30,,,,,,,,
"1592",139.5562179626,36.2460960262,"127",英霊碑,,昭和28年,"1953",当郷町,,善長寺境内,,,,郷谷,,,,,FALSE,,338,130,21,,,,,,,,
"1593",139.556143674,36.2459316751,"128",前山巨峰句碑,,昭和48年,"1973",当郷町,,善長寺境内,,,,郷谷,,@,,,FALSE,,60,157,53,,,,,,,,
"1594",139.5561509225,36.2459901394,"125",尾形赤峰碑,,昭和13年,"1938",当郷町,,善長寺尾形家墓地,,,,郷谷,,@,,,FALSE,,200,91,13,,,,,,,,
"1595",139.5790641964,36.2598415393,"94",寄居二猿庚申,庚申,万治4年,"1661",大島町,寄居,,東向き,,,大島,2021/8/10,,,,TRUE,"436",157,,,舟型 文字 二猿,石造,"万治四辛丑年三月十日建之大出氏浜野氏諸衆敬白
(以下略) 「庚申」の文字あり",,,,,
"1596",139.5891005696,36.2650551608,"128",日清戦役凱旋紀念碑,,明治37年,"1904",大島町,,大島神社境内,,,,大島,,,,,FALSE,,195,80,15,,,,,,,,
"1597",139.5892056584,36.2650946535,"129",日露戦役紀念碑,,明治39年,"1906",大島町,,大島神社境内,,,,大島,,,,,FALSE,,230,104,10,,,,,,,,
"1598",139.5773391972,36.2638621898,"130",神明宮保存費記念碑,,明治45年,"1912",大島町,,神明宮境内,,,,大島,,,,,FALSE,,205,71,15,,,,,,,,
"1599",139.5803635523,36.2637311973,"44",青木安次郎之碑,,不詳,,大島町,,吉祥寺境内,,,,大島,,,,,FALSE,,244,96,15,,,,,,,,
"1600",139.5802147796,36.2638892987,"45",本堂改築記念碑,,大正14年,"1925",大島町,,吉祥寺境内,,,,大島,,,,,FALSE,,187,88,15,,,,,,,,
"1601",139.5796518829,36.2630195201,"30",吉祥寺庚申,庚申,萬延元年,"1860",大島町,山王,吉祥寺山門入口左,南向き,,,大島,2021/8/10,,,,TRUE,"432",141,79,7.5,碑型 文字,石造,庚申 萬延元季庚申十二月吉日 村中,,,,,
"1603",139.5655299852,36.262173603,"131",日露戦争紀念碑,,明治39年,"1906",大島町,,大日稲神社境内,,,,大島,,@,,,FALSE,,168,75,12,,,,,,,,
"1604",139.5654544973,36.2621182944,"132",合祀紀念碑,,明治42年,"1909",大島町,,大日稲神社境内,,,,大島,,@,,,FALSE,,247,69,12,,,,,,,,
"1605",139.5656098293,36.261993795,"133",雨宮伊勢太々神楽奏行,,大正3年,"1914",大島町,,大日稲神社境内,,,,大島,,,,,FALSE,,191,98,13,,,,,,,,
"1606",139.5663034308,36.2633468498,"109",春昌寺改築落慶記念碑,,昭和39年,"1964",大島町,,春昌寺境内,,,,大島,,@,,,FALSE,,125,343,19,,,,,,,,
"1607",139.5658881892,36.2636210625,"122",松本大尉之歴,,明治39年,"1906",大島町,,新田墓地内,,,,大島,,@,,,FALSE,,187,90,10,,,,,,,,
"1608",139.5434070332,36.2305578759,"121",川島稲荷の碑,,不詳,,上赤生田町,,稲荷神社境内,,,,赤羽,,@,,,FALSE,,63,32,18,,,,,,,,
"1609",139.5458814656,36.225524616,"108",愛畜守人の碑,,昭和28年,"1953",上赤生田町,,観音堂境内,,,,赤羽,,,,,FALSE,,99,55,25,,,,,,,,
"1610",139.5488137207,36.2241742423,"122",天照皇大神,,明治39年,"1906",上赤生田町,,元蚕影神社境内,,,,赤羽,,@,,,FALSE,,172,85,12,,,,,,,,
"1611",139.5488309052,36.2238415305,"123",日露戦役紀念碑,,明治40年,"1907",上赤生田町,,駒方神社境内,,,,赤羽,,,,,FALSE,,201,80,13,,,,,,,,
"1612",139.5589215359,36.2225104203,"68",一如句碑,,昭和5年,"1930",赤生田本町,,永明寺境内,,,,赤羽,,@,,Jan-21,FALSE,,113,48,7,,,,,,,,
"1613",139.5588800456,36.2224238518,"69",東馬句碑,,昭和29年,"1954",赤生田本町,,永明寺境内,,,,赤羽,,@,,,FALSE,,67,48,15,,,,,,,,
"1614",139.5590159678,36.222400399,"70",一如門下句碑,,昭和24年,"1949",赤生田本町,,永明寺境内,,,,赤羽,,@,,,FALSE,,125,37,12,,,,,,,,
"1615",139.5590867586,36.2226030823,"71",童話碑,,昭和26年,"1951",赤生田本町,,永明寺境内,,,,赤羽,,@,,Dec-16,FALSE,,153,61,11,,,,,,,,
"1616",139.5591004146,36.2226245709,"72",早川金五郎碑,,明治29年,"1896",赤生田本町,,永明寺境内,,,,赤羽,,,,,FALSE,,174,158,31,,,,,,,,
"1617",139.5657149304,36.2204059293,"95",敬神之碑,,大正14年,"1925",赤生田本町,,長良神社境内,,,,赤羽,,,,,FALSE,,205,90,15,,,,,,,,
"1618",139.5577096207,36.218662256,"96",葛藤庵曇二句碑,,寛政6年,"1794",赤生田本町,,十二社集会所構内,,,,赤羽,,@,,Mar-19,FALSE,,63,36,22,,,,,,,,
"1619",139.5670027503,36.2291092469,"58",山田監物之碑,,昭和26年,"1951",赤生田町,,大山?神社境内,,,,赤羽,,@,,,FALSE,,89,45,10,,,,,,,,
"1620",139.5552226538,36.2423355929,"178",躑躅岡公園碑,,明治18年,"1885",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,May-16,FALSE,,297,126,17,,,,,,,,
"1621",139.5552163792,36.2424142716,"179",花山句碑（閑窓他）,,明治45年,"1912",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,Nov-20,FALSE,,240,108,15,,,,,,,,
"1622",139.5552063393,36.2423265251,"180",大谷休泊紀功之碑,,明治17年,"1884",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,Apr-20,FALSE,,193,94,10,,,,,,,,
"1623",139.5551633403,36.2424195025,"181",行啓記念碑,,大正4年,"1915",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,May-18,FALSE,,239,172,12,,,,,,,,
"1624",139.5552624246,36.242554594,"182",秀谷細合氏百幅会記念碑,,大正11年,"1922",花山町,,県立つつじが岡公園内,,,,赤羽,,,,,FALSE,,262,100,16,,,,,,,,
"1625",139.5552537886,36.2424997101,"183",芭蕉句碑,,明治18年,"1885",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,,FALSE,,125,68,31,,,,,,,,
"1626",139.5552380576,36.242290103,"184",消防忠魂碑,,昭和8年,"1933",花山町,,県立つつじが岡公園内,,,,赤羽,,,,,FALSE,,360,135,19,,,,,,,,
"1627",139.5553573035,36.2424489044,"185",岳璋畫会寄附記念樹の碑,,大正2年,"1913",花山町,,県立つつじが岡公園内,,,,赤羽,,,,,FALSE,,121,15,11,,,,,,,,
"1628",139.5552310325,36.24244199,"186",柳渓畫会寄附記念樹の碑,,大正元年,"1912",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,,FALSE,,113,15,14,,,,,,,,
"1629",139.5553429857,36.242313018,"187",田山花袋文学碑,,昭和59年,"1984",花山町,,県立つつじが岡公園内,,,,赤羽,,@,,Apr-20,FALSE,,98,64,41,,,,,,,,
"1630",139.5552975254,36.2425541151,"188",?鳴舎真路の句碑,,不詳,,花山町,,県立つつじが岡公園内,,,,赤羽,,@,,,FALSE,,50,58,26,,,,,,,,
"1631",139.5607401396,36.2353009511,"165",頌徳碑（坂村栄二君）,,昭和25年,"1950",花山町,,富士嶽神社境内,,,,赤羽,,@,,Jun-20,FALSE,,220,67,12,,,,,,,,
"1632",139.5607312689,36.2352974833,"166",神楽殿新築記念碑,,昭和10年,"1935",花山町,,富士嶽神社境内,,,,赤羽,,,,,FALSE,,172,77,14,,,,,,,,
"1633",139.5707805491,36.2386790062,"132",楠木神社之碑,,明治35年,"1902",楠町,,楠木神社境内,,,,赤羽,,@,,,FALSE,,248,100,16,,,,,,,,
"1634",139.5708545612,36.2387576591,"133",神樹之碑,,昭和9年,"1934",楠町,,楠木神社境内,,,,赤羽,,@,,,FALSE,,192,20,10,,,,,,,,
"1635",139.5707597995,36.2387362473,"134",宮比神楽五十年記念碑,,大正13年,"1924",楠町,,楠木神社境内,,,,赤羽,,,,,FALSE,,221,83,16,,,,,,,,
"1636",139.5707904377,36.2386605287,"135",日清戦役凱旋紀念碑,,明治33年,"1900",楠町,,楠木神社境内,,,,赤羽,,,,,FALSE,,304,111,17,,,,,,,,
"1637",139.5701280425,36.2387783378,"136",古蹟洗堰,その他石造物,昭和14年,"1939",楠町,町谷,楠木神社西方,,,,赤羽,,@,,Feb-20,FALSE,,164,53,15,碑型,石造,"古蹟洗堰 延元二年七月二日楠木正成公の首を洗いたる所

(裏面)楠木正成公延元元年五月二十五日湊川ニ討死スルヤ其ノ臣宇佐美河内守正安ノ首級ヲ偽リテ賊手ニ渡シ公ノ首級ハ遺言ニ依リテ塩漬トナシ遺臣橋本八郎正員(変名山本五郎国正)和田五郎正隆(太田八郎高安)富田七郎正武二十七歳(半田淡路正久)岡田四郎友治二十八歳(田部井堅物正茂)三石藤内行隆三十三歳(石井左京正豊)江田四郎高次三十三歳(江守主水正行)伊藤兵部義知二十五歳(小林図書正治)ノ七士密ニ之レヲ奉持シテ遁レ途中橋本和田二士戦歿シ五士ハ甲斐ニ走リ次テ上野新田ノ庄ニ転ジ更ニ奥陸北畠氏ニ頼ラントシテ翌二年七月当地ニ来リ偶一巨松ノ蔭ニ憩ヒ睡眼ヲ催ス 此時伝夢アリ 即公曰ク余永ク此地ニ止マラン 仍チ汝等モ我間近ニ相待スベシト 此ニ於テ首級ヲ此地ニテ洗ヒ以テ松蔭ノ下ニ奉祀シ五士ハ此附近ニ土着シテ五苗ト称シ爾後此堰ヲ洗堰ト称ス
 昭和十四年 五月二十五日 建之
  森田一三郎 撰文
  田部井鶴年 書円",,,,,
"1638",139.5172594754,36.2217199475,"30",日支大東亜戦役供養塔,,昭和19年,"1944",青柳町,,龍積寺境内,,,,六郷,,,,,FALSE,,281,107,16,,,,,,,,
"1639",139.5170805376,36.221523167,"31",本堂改築記念碑,,大正15年,"1926",青柳町,,龍積寺境内,,,,六郷,,,,,FALSE,,330,130,155,,,,,,,,
"1640",139.5283821998,36.2380469616,"232",社殿改築記念碑,,昭和26年,"1951",六郷地区,,長良神社境内,,,,六郷,,,,,FALSE,,154,68,13,,,,,,,,
"1641",139.5171724351,36.2217444034,"33",青柳土地改良竣工記念碑,,昭和56年,"1981",青柳町,,龍積寺北側,,,,六郷,,,,,FALSE,,123,205,25,,,,,,,,
"1642",139.5188695236,36.2203909339,"34",分福土地改良竣工記念碑,,昭和57年,"1982",青柳町,五反田,,,,,六郷,,,,,FALSE,,120,184,25,,,,,,,,
"1643",139.5203293888,36.2385174056,"233",御本殿工築竣工記念,,昭和48年,"1973",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,90,32,34,,,,,,,,
"1644",139.5203854779,36.2385671416,"234",御山石垣工事竣工記念,,昭和39年,"1964",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,75,35,35,,,,,,,,
"1645",139.5203601105,36.2386925692,"235",日露戦役記念碑,,昭和39年,"1964",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,302,112,16,,,,,,,,
"1646",139.5202967607,36.2387383323,"236",招魂碑,,昭和29年,"1954",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,342,130,25,,,,,,,,
"1647",139.5204257652,36.2387334559,"237",富士登山跣足三度記念の碑,,大正8年,"1919",六郷地区,,富士嶽神社境内,,,,六郷,,,,Jan-20,FALSE,,196,82,16,,,,,,,,
"1648",139.5202185153,36.2384797169,"238",伊勢大々御神楽碑,,不詳,,六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,145,96,15,,,,,,,,
"1649",139.5202484669,36.2386629347,"239",社務所改築記念の碑,,昭和53年,"1978",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,133,36,25,,,,,,,,
"1650",139.5203048367,36.2386533019,"240",富士登山四拾度大願,,明治34年,"1901",六郷地区,,富士嶽神社境内,,,,六郷,,,,,FALSE,,201,94,16,,,,,,,,
"1651",139.5421318297,36.2378436057,"161",松林寺墓地整理記念碑,,不詳,,松原町,,松林寺境内,,,,六郷,,,,,FALSE,,105,44,6,,,,,,,,
"1652",139.5422175502,36.2378898446,"162",県道拡張記念碑,,不詳,,松原町,,松林寺境内,,,,六郷,,,,,FALSE,,95,49,7,,,,,,,,
"1653",139.5315981902,36.2408213961,"198",日露戦役戦死者供養碑,,不詳,,緑町一丁目,,遍照寺境内,,,,六郷,,,,,FALSE,,269,36,10,,,,,,,,
"1654",139.5315565879,36.2408072377,"199",本堂改築記念碑,,不詳,,緑町一丁目,,遍照寺境内,,,,六郷,,,,,FALSE,,287,116,18,,,,,,,,
"1655",139.5311986611,36.2245710483,"109",躑躅園寄附の碑,,大正14年,"1925",堀工町,,茂林寺境内,,,,六郷,,,,,FALSE,,81,20,14,,,,,,,,
"1656",139.5310267919,36.2243224523,"110",御大典記念,,昭和3年,"1928",堀工町,,茂林寺境内,,,,六郷,,,,,FALSE,,82,22,15,,,,,,,,
"1657",139.5310468343,36.2244533599,"111",茂林寺青柳線完成記念,,不詳,,堀工町,,茂林寺境内,,,,六郷,,,,,FALSE,,125,46,30,,,,,,,,
"1658",139.5310044133,36.2243314402,"112",茶筅塚,,昭和44年,"1969",堀工町,,茂林寺境内,,,,六郷,,@,,Oct-16,FALSE,,106,85,22,,,,,,,,
"1659",139.5311089588,36.2245185435,"113",銀婚式記念碑,,大正14年,"1925",堀工町,,茂林寺境内,,,,六郷,,,,,FALSE,,202,104,14,,,,,,,,
"1660",139.5355380811,36.226212886,"157",御成婚記念道標,道標,大正13年,"1924",堀工町,,,,,,六郷,,,,,FALSE,,95,18,18,,,,,,,,
"1661",139.5248277719,36.2375202142,"67",御大礼紀念之碑,,大正4年,"1915",新宿町,,第六小学校構内,,,,六郷,,,,,FALSE,,185,83,15,,,,,,,,
"1662",139.5310162001,36.241279853,"69",補装道路完成記念碑,,昭和33年,"1958",新宿町,,集会所構内,,,,六郷,,,,,FALSE,,84,45,15,,,,,,,,
"1663",139.5310422434,36.2414144378,"70",御大典記念,,昭和3年,"1928",新宿町,,集会所構内,,,,六郷,,,,,FALSE,,77,26,21,,,,,,,,
"1664",139.530804591,36.2413863351,"71",御大典記念門桂,,昭和3年,"1928",新宿町,,集会所構内,,,,六郷,,,,,FALSE,,268,38,35,,,,,,,,
"1665",139.5283502568,36.2382524143,"72",御大典記念樹,,昭和3年,"1928",新宿町,,長良神社境内,,,,六郷,,,,,FALSE,,121,19,17,,,,,,,,
"1666",139.5189473866,36.2203890537,"38",諏訪神社造営記念碑,,昭和45年,"1970",青柳町,,諏訪神社境内,,,,六郷,,,,,FALSE,,130,95,14,,,,,,,,
"1667",139.5355666164,36.2260897012,"158",館林南部土地改良,,昭和44年,"1969",堀工町,,,,,,六郷,,,,,FALSE,,86,51,15,,,,,,,,
"1668",139.5355227137,36.226118011,"159",赤生田土地改良,,昭和44年,"1969",堀工町,,,,,,六郷,,,,,FALSE,,82,50,19,,,,,,,,
"1669",139.5354649489,36.2261573664,"99",根本山神社百度登山紀念碑,,大正6年,"1917",堀工町,,中里氏宅地内,,,,六郷,,@,,,FALSE,,122,62,10,,,,,,,,
"1670",139.5234887776,36.2343344107,"62",道路改良補装記念,,昭和39年,"1964",小桑原町,,,,,,六郷,,,,,FALSE,,100,30,15,,,,,,,,
"1671",139.5317475957,36.2407117585,"208",光明眞語供養塔,,大正15年,"1926",緑町一丁目,,遍照寺境内,,,,六郷,,,,,FALSE,,280,97,14,,,,,,,,
"1673",139.4945484103,36.2395418507,"75",句碑坂本風流,,明治19年,"1886",近藤町,開拓,,,,,六郷,,@,,Mar-21,FALSE,,47,90,17,,,,,,,,
"1674",139.4946232837,36.2396005376,"76",山神の碑,,明治19年,"1886",近藤町,開拓,,,,,六郷,,,,,FALSE,,123,80,5,,,,,,,,
