入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考①,備考②,備考③,参考文献,地区,調査日,解説,写真,広報,緯度（世界）,経度（世界）,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒
1492,143,阿弥陀如来種子板碑,,文明10年,1478,多々良地区,,日向共同墓地,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1506,144,種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,高幅厚,②⑧958,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1509,145,種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1739,146,竣工記念碑,,不詳,,松沼町,,公園内,,,高136幅183厚22,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
869,147,成島寛延道標,道標,寛延元年,1748,成島町,,1060,柱型,第二資料館に移設,高幅厚,②499⑤,多々良,,@,,13/4,0.00000000 ,0.00000000 ,,,,,,
824,148,新井文字庚申塔,,大正6年,1917,成島町,,2133,自然石、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
826,149,天神文字庚申塔,,昭和2年,1927,成島町,,2133,自然石、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
846,150,駒宮弥陀板碑,,不明,,成島町,,赤土墓地,種子 キリーク,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
782,151,成島玉石馬頭尊,,昭和24年,1949,成島町,,飯塚 久四郎,玉石、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1742,152,開墾碑,,昭和8年,1933,成島町,,休泊墓地敷地内,,,高380幅145厚25,①191,多々良,,@,,17/6,0.00000000 ,0.00000000 ,,,,,,
1743,153,大谷休泊之碑,,昭和4年,1929,成島町,,休泊墓地敷地内,,,高153幅60厚10,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
802,154,大谷大黒天,,不明,,成島町,,大谷神社境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1744,155,館林市多々良土地改良区完成記念碑,,昭和51年,1976,成島町,,大谷神社境内,,,高138幅260厚30,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1745,156,日露戦役紀念碑,,明治39年,1906,成島町,,大谷神社境内,,,高300幅80厚10,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1746,157,参拝記念,,大正6年,1917,成島町,,大谷神社境内,,,高145幅25厚17,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1747,158,大谷休泊翁合祀紀念碑,,昭和61年,1986,成島町,,大谷神社境内,,,高235幅123厚16,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1748,159,大東亜戦争戦歿者記念碑,,昭和62年,1987,成島町,,大谷神社境内,,,高245幅137厚20,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1749,160,合祀紀念碑,,明治42年,1909,成島町,,大谷神社境内,,,高280幅130厚20,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1750,161,大谷神社五拾年改修記念碑,,昭和32年,1957,成島町,,大谷神社境内,,,高168幅33厚17,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1751,162,地蔵尊移転増築記念,,昭和8年,1933,成島町,,小蓋集会所構内,,,高120幅70厚17,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
756,163,安全子育道標馬頭尊,道標,正徳5年,1715,成島町,富士北,観音堂内,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
482,164,元弘板碑,,元弘3年,1333,成島町,,菊池 新作,出所：谷田川河床、湟槃経第三、上下部欠,,高幅厚,②442④,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
761,165,文化馬頭尊,坐像,文化10年,1813,成島町,,小蓋公民館,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
787,166,小蓋十九夜塔,坐像,宝暦11年,1761,成島町,,小蓋公民館,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
800,167,小蓋不動明王,,文政5年,1822,成島町,,小蓋公民館,厚碑型、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
814,168,元文庚申塔,,元文5年,1740,成島町,,小蓋公民館,直線舟型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
823,169,萬延碑型庚申塔,,萬延元年,1860,成島町,,小蓋公民館,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
868,170,小蓋公民館宝篋印塔,,明和9年,1772,成島町,,小蓋公民館,宝珠欠,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
884,171,文久湯殿山,,文久3年,1863,成島町,,小蓋公民館,碑型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
890,172,小蓋普門品供養塔,,天明2年,1782,成島町,,小蓋公民館,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
751,173,小蓋西共同墓地,立像,寛政9年,1797,成島町,,小蓋西共同墓地,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
809,174,天神正徳庚申塔,,正徳5年,1715,成島町,,白山神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
811,175,天神享保庚申塔,,享保5年,1720,成島町,,白山神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
812,176,天神白山庚申塔,,享保9年,1724,成島町,,白山神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
892,177,天神普門品供養塔,,文化7年,1810,成島町,,白山神社境内,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
801,178,天神帰命弁財天,,享保17年,1732,成島町,,城山神社前,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
742,179,成島延享念佛地蔵尊,半伽尊,延享3年,1746,成島町,,成島小蓋公民館,地蔵,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
827,180,猿田彦大神命,,昭和9年,1934,成島町,小蓋西,野村商店前,猿田彦大神命,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
831,181,弘安三年板碑(成島・渡辺寅吉氏旧蔵),,弘安3年,1280,城町,,館林市第一資料館,種子不詳、上欠,"隠刻銘、県史No,84　資料館目録：A-35-25",高42幅21.5,②432⑤,多々良,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
821,182,小蓋西庚申塔,,文化6年,1809,成島町,小蓋西657,野村家,自然石、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
874,183,小蓋庚申道標,道標,文化6年,1809,成島町,小蓋,,自然石,,高幅厚,②499⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1740,184,郷土繁栄の碑,,昭和58年,1983,成島町,,大了庵境内,,,高155幅88厚13,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1741,185,忠魂碑,,昭和60年,1985,成島町,,大了庵境内,,,高90幅48厚10,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1754,186,畜魂碑,,昭和4年,1929,成島,,2064,,,高120幅53厚7,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1578,187,道標（5）,道標,大正14年,1925,西高根町,,第八小学校前,,,高幅厚,②,多々良,,@,,14/10,0.00000000 ,0.00000000 ,,,,,,
732,188,長命観世音,,明治22年,1889,西高根町,,多々良農協前,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
760,189,大規文化馬頭尊,,文化4年,1807,日向町,台,大規家,柱型、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
896,190,多々良沼守護神,,大正10年,1921,日向町,新田,多々良沼畔,石殿造,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1736,191,干拓記念碑,,昭和31年,1956,日向町,新田,沼尻,,,高287幅117厚15,①189,多々良,,@,,19/10,0.00000000 ,0.00000000 ,,,,,,
1737,192,新田共同墓地の由来,,昭和55年,1980,日向町,新田,共同墓地,,,高113幅110厚16,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1738,193,日向土地改良竣工記念碑,,昭和54年,1979,日向町,新田,大日堂境内,,,高122幅183厚24,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
879,194,寛保道祖神,,寛保元年,1741,日向町,,長良神社,屋型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
882,195,小林寛政湯殿山,,寛政12年,1800,日向町,,長良神社,厚碑型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
837,196,応安二年弥陀一尊板碑,,応安2年,1369,日向町,,原 己一,種子 キリーク,,高幅厚,②⑤452,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
870,197,安永道標,道標,安永6年,1777,日向町,,日向義民地蔵堂前,柱型,,高幅厚,②499⑤⑧775,多々良,,@,,13/10,0.00000000 ,0.00000000 ,,,,,,
832,198,延慶三年板碑,,延慶3年,1310,日向町,,日向共同墓地,種子不詳,,高幅厚,②438⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
833,199,正中二年弥陀三尊板碑,,正中2年,1325,日向町,,日向共同墓地,種子 キリーク,,高幅厚,②440⑤⑧956,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
866,200,日向共同墓地宝篋印塔,,延享元年,1744,日向町,,日向共同墓地,宝塔,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
748,201,日向台口六地蔵尊,,明和2年,1765,日向町,,日向共同墓地,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
792,202,體善十九夜念佛塔,坐像,寛政5年,1793,日向町,,日向共同墓地,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
752,203,逆修専誉念佛尊,立像,不明,,日向町,,日向新田共同墓地,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
867,204,日向新田共同墓地宝篋印塔,,宝暦6年,1756,日向町,,日向新田共同墓地,宝塔,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
788,205,大日堂念佛塔,,明和3年,1766,日向町,,日向新田集会所,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
813,206,佐日向三猿庚申塔,,享保19年,1734,日向町,,日向新田大日尊集会所,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
739,207,半伽念佛地蔵尊,半伽像,延享元年,1744,日向町,,日向新田大日尊集会所,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
741,208,享保首なし地蔵尊,立像,享保13年,1728,日向町,,日向新田大日尊集会所,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
875,209,天保馬頭道標,道標,天保6年,1835,日向町,,日向新田大日堂前,柱型,,高幅厚,②499⑤⑧775,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
877,210,駒形馬頭道標,道標,天保12年,1841,日向町,,日向新田大日堂前,駒型,,高幅厚,②499⑤⑧775,多々良,,@,,@,0.00000000 ,0.00000000 ,,,,,,
871,211,光明真言道標,道標,安永8年,1779,日向町,,日向新田大日堂前,柱型,,高幅厚,②499⑤⑧775,多々良,,@,,14/4,0.00000000 ,0.00000000 ,,,,,,
735,212,元禄舟型背面地蔵尊,,元禄16年,1703,日向町,下,宝生寺,舟型背面,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
887,213,佐日向日本回国塔,,宝暦7年,1757,日向町,下,宝生寺,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
750,214,宝生寺地蔵尊,座像,寛政7年,1795,日向町,,宝生寺,地蔵、丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
862,215,宝生寺宝篋印塔（1）,,明暦2年,1656,日向町,,宝生寺,明暦二丁酉は丙申、万治二庚子は己亥,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
863,216,宝生寺宝篋印塔（2）,,貞享5年,1688,日向町,,宝生寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
864,217,宝生寺宝篋印塔（3）,,元禄7年,1694,日向町,,宝生寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
865,218,宝生寺宝篋印塔（4）,,元文3年,1736,日向町,,宝生寺,宝塔,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
894,219,酒豪和尚の墓,,天保11年,1840,日向町,,宝生寺,五輪塔型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
795,220,宝生寺十九夜塔,,明治16年,1883,日向町,,宝生寺,柱型、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
726,221,宝生寺大日如来像,座像,享保13年,1728,日向町,,宝生寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
798,222,宝生寺不動尊,座像,享保17年,1732,日向町,,宝生寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
815,223,佐日向元文庚申塔,,元文5年,1740,日向町,,宝生寺境内,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
737,224,日向義民地蔵尊,立像,元禄17年,1704,日向町,新宿,,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
734,225,台延宝地蔵尊,,延宝2年,1674,日向町,台,,舟型背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
757,226,天明お満ん馬頭尊,,天明4年,1784,日向町,台,,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
804,227,延宝三猿庚申塔,,延宝2年,1674,日向町,台,,青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
765,228,天保道標馬頭尊,道標,天保6年,1835,日向町,,日向新田・集会所,駒型、文字（道標を兼ねる）,,高幅厚,⑤⑧775,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
766,229,駒型道標馬頭尊,道標,天保12年,1841,日向町,,日向新田・集会場,駒型、文字（道標を兼ねる）,,高幅厚,⑤⑧775,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
820,230,享和自然石庚申塔,,享和元年,1801,日向町,,日向新田大日尊集会所,自然石、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1732,231,亀井先生の碑,,大正12年,1923,日向町,,新宿986,,,高240幅107厚14,①186,多々良,,@,,16/8,0.00000000 ,0.00000000 ,,,,,,
1733,232,日露戦役紀念碑,,明治40年,1907,日向町,,区民会館庭,,,高360幅87厚15,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1734,233,日支事変凱旋記念,,昭和10年,1935,日向町,,長良神社境内,,,高122幅58厚9,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1735,234,敬神尚武,,明治30年,1897,日向町,,下,,,高185幅150厚19,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1027,1,赤城羽黒山,,明治4年,1871,足次町,,赤城神社,厚碑型,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
952,2,明治碑型馬頭尊,,明治34年,1901,足次町,,赤城神社西,碑型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1761,3,赤城神社の由来,,昭和55年,,足次町,,赤城神社境内,,,高75幅61厚6,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1762,4,敬神愛國,,不詳,,足次町,,赤城神社境内,,,高294幅118厚19,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1763,5,日露戦役記念碑,,不詳,,足次町,,赤城神社境内,,,高195幅66,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1764,6,敬神尊皇,,不詳,,足次町,,赤城神社境内,,,高138幅70厚13,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1765,7,英霊塔,,不詳,,足次町,,赤城神社境内,,,高188幅115厚89,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
898,8,一千日念佛供養塔,,延宝6年,1678,足次町,,足次薬師堂境内,舟型背面、像浮彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
935,9,峯吉馬頭尊,,嘉永3年,1850,足次町,,足次薬師堂境内,駒型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
941,10,慶助馬頭尊,,慶応3年,1867,足次町,,足次薬師堂境内,柱型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
943,11,金子馬頭尊,,明治7年,1874,足次町,,足次薬師堂境内,柱型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
993,12,天明駒型庚申塔,,天明8年,1788,足次町,,岡崎薬師堂境内,駒型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1010,13,金子延徳板碑,,延徳3年,1491,足次町,,金子 勇,山神、弁天,,高幅厚,②⑤462,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1009,14,弘安十年板碑,,弘安10年,1287,足次町,,観音寺,華瓶一対,,高幅厚,②434⑤⑧955,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1015,15,観音寺宝篋印塔,,万治2年,1659,足次町,,観音寺,,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1016,16,観音寺宝篋印塔,,寛文元年,1661,足次町,,観音寺,,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1563,17,阿弥陀如来種子板碑,,不明,,足次町,,観音寺,種子 キリーク,,高幅厚,②,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
987,18,延宝庚申塔,,延宝8年,1680,足次町,,観音寺入口,三猿、青面金剛像,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
945,19,定次郎馬頭尊,,明治13年,1880,足次町,,観音寺境内,碑型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
962,20,常次郎馬頭尊,,昭和4年,1929,足次町,,観音寺境内,柱型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
965,21,常七馬頭尊,,昭和7年,1932,足次町,,観音寺境内,柱型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
995,22,安政庚申塔,,寛政12年,1800,足次町,,観音寺境内,柱型、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
997,23,自然石萬延庚申塔,,萬延元年,1860,足次町,,観音寺境内,自然石、文字,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1758,24,無縁塔記念碑,,不詳,,足次町,,観音寺境内,,,高138幅70厚14,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1759,25,本堂改築記念碑,,昭和15年,,足次町,,観音寺境内,,,高170幅69厚12,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1000,26,首なし庚申待供養塔,,不明,,足次町,,観音寺無縁佛地内,青面金剛像,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1583,27,応永板碑,,応永12年,1405,足次町,,五箇 嘉好,自覚禅尼頭部欠,,高幅厚,⑧,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1013,28,永徳二年弥陀一尊板碑,,永徳2年,1382,足次町,,五箇 喜好,種子 キリーク、華瓶1ケ,,高幅厚,②454⑤⑧958,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1014,29,応永八年釈迦一尊板碑,,応永8年,1401,足次町,,五箇 喜好,梵字あり,,高幅厚,②458⑤⑧958,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
908,30,法界萬霊地蔵尊,立像,享保7年,1722,足次町,,岡崎薬師堂境内,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
901,31,寛文丸彫地蔵尊,立像,寛文11年,1671,足次町,,観音寺境内,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1760,32,墓地整理記念碑,,不詳,,足次町,,千日堂墓地,,,高144幅59厚10,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1796,33,土地改良碑,,不詳,,岡野町,八方,,,,高265幅92厚14,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1797,34,凱旋記念碑,,大正9年,1920,岡野町,,長良神社境内,,,高280幅100厚20,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1798,35,川島正明翁之碑,,昭和11年,1936,岡野町,,蠶影神社境内,,,高128幅62厚11,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1799,36,川島新九郎翁之碑,,明治40年,1907,岡野町,,共同墓地,,,高114幅60厚11,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1790,37,墓地紀念之碑,,大正3年,1914,上早川田町,,堤外地墓地,,,高161幅77厚10,①226,渡瀬,,@,,,0.00000000 ,0.00000000 ,,,,,,
1786,38,道路改築工事紀念碑,,明治36年,1903,上早川田町,,堤防下,,,高84幅64厚7,①219,渡瀬,,@,,,0.00000000 ,0.00000000 ,,,,,,
1791,39,畜魂碑,,昭和59年,1984,上早川田町,,堤防下,,,高74幅26厚9,①,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
899,40,来世の救い千手観音,,明和5年,1768,上早川田町,,蓮葉院,舟型背面、浮彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1025,41,又市湯殿山,,寛政6年,1794,上早川田町,,植原 貞雄,石祠型,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
911,42,安永六地蔵尊,立像,安永5年,1776,上早川田町,,上早川田共同墓地,浮彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
919,43,寒念佛地蔵尊,,不明,,上早川田町,,上早川田共同墓地,柱型像、浮彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
913,44,堅徳地蔵尊,立像,天明元年,1781,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
915,45,長寿地蔵尊,立像,天明8年,1788,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
918,46,おみち地蔵尊,立像,昭和16年,1941,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
920,47,有縁地蔵尊,立像,不明,,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
921,48,千野小笹地蔵尊,立像,不明,,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
922,49,蓮葉院地蔵尊,立像,不明,,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
923,50,甚右衛門地蔵尊,立像,不明,,上早川田町,,蓮葉院,丸彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
1028,51,上早川田湯殿山,,不明,,上早川田町,,蓮葉院,自然石,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
902,52,延宝舟型地蔵尊,,延宝元年,1673,上早川田町,,蓮葉院,舟型背面、浮彫,,高幅厚,⑤,渡瀬,,,,,0.00000000 ,0.00000000 ,,,,,,
